Column1,title,directors,actors,plots,genre,runtime,keywords,등급,국적,screenCnt,audiAcc,salesAcc,개봉일,제작비,네이버_기대지수,star_buzz,Movie_Buzz
285,공수도,채여준,"오승훈, 다은, 손우현, 정의욱, 김태윤, 손태욱, 유채온, 유현종, 이예찬, 김동우, 박수은, 박지나, 조영재, 최훈, 오기덕, 김도현, 김경태, 유한솔, 김건하, 백준현, 김기풍, 김진호, 신경수, 신현재, 안준태, 이대한, 이찬재, 이판섭, 정인태, 김재민, 김찬섭, 정영훈, 정우재, 이수호, 장민석, 이정훈, 장재혁, 김한운, 장문규, 김은지, 김미송, 신동호, 강정원, 조윤진, 양하얀, 김승현, 김서하, 박종규, 문채영, 서민주, 오의재, 윤주혜, 이동환, 이유경, 정우영, 최연수, 최지윤, 황민성, 김영호, 박건주, 박현서, 오태은, 김동우, 김동욱, 김세현, 김영민, 나건, 나혜성, 문성균, 박소진, 박주하, 박준영, 배여진, 안소정, 염대현, 염태성, 이동희, 이윤지, 이진우, 이진희, 이석주, 조은아, 진효형, 차현민, 최재서, 황세민, 최예리, 이시연, 정다연, 김진호, 강산, 이지현, 전서림, 최상준, 이규원, 이창헌, 정한슬, 박정희, 신다영, 박미란, 한유주, 양동근, 윤진수, 안혜경, 리리에, 윤예희, 김정수, 신민재, 신재승, 김영, 이재근, 이얀, 김은하, 박가람, 김소희",공수도장을 운영하는 아빠로부터 공수도를 배워온 소녀 ‘채영’이 홀어머니를 모시고 사는 순수하고 정의로운 소년 ‘종구’와 일진의 생활에 염증을 느끼고 새로운 시작을 위해 애쓰는 ‘해성’을 만나 공수도를 통해 함께 성장해가는 청춘 액션물,액션,112,"공수도,청춘,열혈,성장",15세이상관람가,한국,79,2950,25089500,2020-04-09,300000000,574,151,1105
286,노무현입니다,이창재,"강원국, 고호석, 김수경, 김원기, 김진향, 김철, 김헌태, 나호주, 노수현, 노혜경, 명계남, 문성근, 문재인, 박흥서, 배갑상, 서갑원, 송병곤, 신규용, 신승근, 신현묵, 심화섭, 안희정, 양정철, 오영애, 원창희, 유시민, 유시춘, 유종필, 이광재, 이상호, 이재정, 이화춘, 장원덕, 정호재, 조기숙, 조슬기, 최민희, 황의완","국회의원, 시장 선거 등 출마하는 선거마다 번번이 낙선했던 만년 꼴찌 후보 노무현이 2002년 대선 당시 대한민국 정당 최초로 도입된 새천년민주당 국민참여경선에 당당히 출사표를 던진다. 제주를 시작으로 전국 16개 도시에서 치러진 대국민 이벤트. 쟁쟁한 후보들과 엎치락뒤치락하며 제주 경선 3위, 울산 1위, 그리고 광주까지 석권한 지지율 2%의 꼴찌 후보 노무현이 전국을 뒤흔들기 시작한다.지지율 2%의 꼴찌 후보에서 대선후보 1위, 국민의 대통령이 되기까지2002년 전국을 뒤흔들었던 노무현, 그 기적의 역전 드라마",다큐멘터리,110,"노무현,국민참여경선,정치,정치인,진보정치,선거,대통령,전기영화,실존인물,실화바탕",12세이상관람가,한국,775,1854867,14554935612,2017-05-25,600000000,45099,21,85
287,타짜: 원 아이드 잭,권오광,"박정민, 류승범, 최유화, 우현, 윤제문, 이광수, 임지연, 권해효, 임현성, 서정연, 이지훈, 현봉식, 신문성, 최재현, 장준휘, 오동민, 김창환, 오봄길, 박경근, 이창훈, 김형묵, 유정호, 김태준, 유상훈, 이택근, 오경민, 김철환, 박규선, 박혁민, 진모, 류효정, 오누리, 윤금선아, 박무영, 이규호, 오혜원, 지희제, 박상규, 김세인, 홍주형, 한동원, 현오봉, 이홍내, 황재열, 백예현, 박지한, 서승교, 신민서, 김종숙, 최원, 권혁준, 오태은, 최남욱, 김남훈, 최현수, 김준희, 김성강, 이무녕, 남승화, 박대성, 윤영걸, 황재명, 이장원, 이명엽, 이정훈, 차시연, 노승은, CLAYTOR JAY PAUL, TURNER JR MAURICE, 이윤상, 김대한, 곽기훈, 고주선, 서윤하, 김진옥, 김영희, 김윤숙, 김유영, 최희영, 정유준, 김혜지, 남진복, 김성수, 김태현, 안상은, 김인애, 여이레, 정세희, 이시안, 지수, 안소미, 김이슬, 라일라, 태지우, 장규미, 최윤빈, 조기태, 김창조, 윤종인, 노진영, 방태현, 김광수, 임효진, 원탐슬, 김정남, 이경수, 김민광, 박지은, 최재현, 박동훈, 김주승, 최명빈, 홍예서, 김희원, 이상희, 김예은, 배유람, 최재환, 이창희, 주진모, 최동훈","전설적인 타짜 ‘짝귀’의 아들이자 고시생인 ‘일출’(박정민)은 공부에는 흥미가 없지만 포커판에서는 날고 기는 실력자다. 포커판에서 우연히 알게 된 ‘마돈나’(최유화)의 묘한 매력에 빠져든 일출은 그녀의 곁을 지키는 ‘이상무’(윤제문)에게 속아 포커의 쓴맛을 제대로 배운다. 돈도 잃고 자존심까지 무너진 채 벼랑 끝에 몰린 도일출, 그의 앞에 정체불명의 타짜 ‘애꾸’(류승범)가 나타난다.거액이 걸린 거대한 판을 설계한 애꾸는 전국에서 타짜들을 불러모은다. 일출을 시작으로 셔플의 제왕 까치(이광수), 남다른 연기력의 영미(임지연), 숨은 고수 권원장(권해효)까지 무엇이든 될 수 있고, 누구든 이길 수 있는 ‘원 아이드 잭’ 팀으로 모인 이들, 인생을 바꿀 새로운 판에 뛰어드는데…베팅을 할 때는 인생을 걸어야지! 타짜니까!",범죄,140,"인생역전,포커,아들,팀플레이,도박,타짜,도박판,절대고수,도박꾼,사기도박,복수,원수,한탕,올인,트럼프 카드,시리즈,만화원작",청소년관람불가,한국,1429,2227671,19673441214,2019-09-11,11000000000,3084,933,41
288,대장 김창수,이원태,"조진웅, 송승헌, 정만식, 정진영, 신정근, 유승목, 정규수, 이서원, 곽동연, 진유빈, 야마노우치 타스쿠, 최윤빈, 권반석, 신동훈, 이브겐 살리에크, 전배수, 김재영, 김윤성, 배진웅, 다케다 히로미츠, 윤병희, 이태일, 이순원, 한철우, 박경근, 김광영, 유성안, 한성천, 박지훈, 임형태, 배재영, 박성택, 염혜란, 황재필, 이정현, 정완희, 김정한, 황규인, 이원석, 권택기, 박재원, 윤영균, 김시호, 조홍우, 박경관, 박원희, 박영우, 조영애, 최서윤, 이예슬, 박수빈, 안수빈, 이동후, 이원태, 홍재식, 김영호, 강수호, 이창훈, 김시우, 이훤행, 박재규, 박정숙, 김길영, 이정철, 김왕용, 최현준, 김형훈, 전정일, 윤택승, 황정용, 김대현, 이신우, 오안진, 이종운, 박재영, 마이클 존 데이비드, 웬트 그레고리 제임스, 데베르디에바 갈리아, 키라 본다, 그리 피터, 무살리모바 이리나, 안드레아스 프론크, 다니엘슈 다닐로, 폴라제프 티모, 강채민, 최정은, 박효빈, 김지성, 위제영, 김현비, 강대현, 김지호, 서장현, 김건, 서주연, 손종학, 이철민, 박소담, 이경영, 이선균, 윤영호","“나는 그 날 짐승 한 마리를 죽였을 뿐이다”1896년 황해도 치하포, 청년 김창수가 일본인을 죽이고 체포된다. 그는 재판장에서 국모의 원수를 갚았을 뿐이라고 소리치지만 결국 사형 선고를 받고 인천 감옥소에 수감된다. 일본의 편에 선 감옥소장 강형식은 자신에게 굴복하지 않는 김창수를 갖은 고문으로 괴롭히고 죄수들마저 김창수에게 등을 돌린다.하지만 그 곳은 그에게만 지옥이 아니었다. 못 배우고, 못 가졌다는 이유로 재판조차 받지 못한 채 억울한 옥살이를 하는 조선인들을 보며 김창수는 조금씩 현실에 눈을 뜨게 되고, 변화를 꿈꾸기 시작한다.천하고 평범한 청년이 대장 김창수로 거듭나기까지그의 모든 것을 바꿔놓은 625일의 이야기!",드라마,115,"백범김구,독립운동가,실화바탕,일제강점기,독립,독립운동,1800년대",12세이상관람가,한국,748,380581,2871905115,2017-10-19,8000000000,3259,561,564
289,기술자들,김홍선,"김우빈, 김영철, 고창석, 이현우, 조윤희, 임주환, 조달환, 신승환, 신구, 지승현, 허준석, 윤기창, 김준구, 정성일, 허지원, 최영민, 김장원, 오일영, 김동혁, 장지건, 이재원, 이장유, 이태형, 반혜라, 김지운, 박대규, 김주헌, 주현우, 최정현, 훈성, 박동철, 박대성, 이승훈, 김민성, 김성규, 김하라, 이도현, 김근배, 배현경, 유태선, 지은일, 윤정열, 김방원, 김지안, 백남준, 박갑진, 이수민, 이상민, 최재원, 김태현, 박종무, 임재근, 백동현, 최춘범, 임정배, 김원덕, 백지훈, 박소은, 권지훈, 채성원, 이호원, 김선하, 김원진, 임영식, 박성현, 윤대원, 박성택, 김혁호, 노선식, 김승래, 유원선, 장준혁, 고다은, 김진욱, 박재운, 강문경, 심훈기, 김주영, 정건영, 조용재, 이상필, 김효경, 심혜미, 김승회, 김인중, 최서아, 김정은, 유서현, 김송, 한지은, 윤주환, 한국진, 박민희, 유희진, SG 아카데미 원생들, Avril, Betty, 신초롱, 이민선, 손수연, 서지희, 윤광준 회장님, 최석중 대표님, 정희남 교수님, 신은영 팀장님, 이진숙 주임님, 오광록, 임창정, 차태현, 최다니엘, 김창옥, 정지윤, 사희, 이성혜, 배수연, Sameer Al Obeidli, Jessica Radaza-Clark, Aiham Hasan Alsubaihi, Effandy Idris, Suresh Appukuttan","뛰어난 두뇌의 금고털이이자 작전의 설계는 물론 모든 위조에 능한 멀티플레이어 지혁, 절친한 형이자 인력 조달 전문 바람잡이 구인과 함께 어떤 보안 시스템도 순식간에 뚫어버리는 업계 최연소 해커 종배와 손잡고 기막힌 솜씨로 철통 보안을 자랑하는 보석상을 털며 순식간에 업계에 이름을 날린다. 이들을 눈 여겨 본 재계의 검은 손 조사장은 자신이 벌일 큰 판에 지혁 일당을 끌어들인다. 조사장이 설계한 작전은 동북아 최고의 보안 시스템을 자랑하는 인천 세관에 숨겨진 고위층의 검은 돈 1,500억. 주어진 시간은 단 40분.클래스가 다른 기술자들의 역대급 비즈니스가 지금 시작된다!",범죄,116,"금고털이,범죄,조직,해커,하이스트무비(Heist Movie)",15세이상관람가,한국,641,2564340,19894297783,2014-12-24,7000000000,24306,1890,431
290,아워 미드나잇,임정은,"이승훈, 박서은, 임영우, 한해인, 고관재, 민효경, 이정혁, 이건우, 정재윤, 장근영, 오규철, 강석원, 홍세은, 권수진, 정지영, 김솔, 김지훈, 서삼선, 서연, 이준희, 임정은, 최혁진, 편기범, 김수혁, 김지혜, 오정석, 이유경, 이인범, 전미연, 최재영, 한이한, 현한비, 박하늘, 이다인, 이원영, 고희준, 권민표, 김종재, 박근영, 서한솔, 임승현, 풍정현, 김아름, 문창준, 한지혜, 김덕중, 박세정, 노경, 장준혁, 한우진, 강송연, 안경훈, 이다인, 정유진, 김다운, 임윤비","지훈은 배우인데 가난하고 옥탑방에 살고 있다. 오래 사귄 애인은 방금 그에게 결혼 소식을 알리며 이별을 선언했다. 은영은 사내 연애를 하다 데이트 폭력을 당하고 경찰에 신고했으나 회사에서는 도리어 흉흉한 억측과 소문의 당사자가 된다. 은영이 밤늦게 한강 다리를 찾아 거기 섰을 때, 지훈은 한강 비밀 순찰 아르바이트를 하며 그곳을 돌고 있다. 그렇게 지훈과 은영이 우연히 만나 그들만의 밤의 시간을 보내게 된다. 두 사람은 대화하며 서울 시내를 걷고 또 걷는다. 예민하게 조율된 흑백 화면과 밤의 리듬, 신중하게 설계된 카메라의 앵글과 인물의 동선과 대사의 밀도, 그리고 기존의 영화사적 장면에 관한 따스한 애정이, 이 쓸쓸한 남녀의 자정의 산책을 다정하고 애틋하고 특별하게 만든다. (정한석)",드라마,78,,12세이상관람가,한국,50,3235,24159470,2021-11-11,50000000,42,85,3
291,랑종,반종 피산다나쿤,"나릴야 군몽콘켓, 싸와니 우툼마, 씨라니 얀키띠칸, 야사카 차이쏜","태국 북동부 ‘이산’ 지역 낯선 시골 마을.집 안, 숲, 산, 나무, 논밭까지,이곳의 사람들은 모든 것에 혼이 깃들어 있다고 믿는다.가문의 대를 이어 조상신 ‘바얀 신’을 모시는 랑종(무당) ‘님’은 조카 ‘밍’의 상태가 심상치 않음을 직감한다.날이 갈수록 이상 증세가 점점 심각해지는 ‘밍’.무당을 취재하기 위해 ‘님’과 동행했던 촬영팀은 신내림이 대물림되는 순간을 포착하기 위해 ‘밍’과 ‘님’, 그리고 가족에게 벌어지는 미스터리한 현상을 카메라에 담기 시작한다.신내림이 대물림되는 무당 가문피에 관한 세 달간의 기록",공포(호러),131,"무당,한국태국합작영화,합작영화,산골마을,신내림,샤머니즘",청소년관람불가,한국,1403,834338,8639576030,2021-07-14,2300000000,25769,289,720
292,방법: 재차의,김용완,"엄지원, 정지소, 정문성, 김인권, 고규필, 권해효, 오윤아, 이설, 전국환, 정재성, 박찬우, 남연우, 서지후, 양현민, 박종환, 조한철, 이중옥","되살아난 시체 '재차의'(在此矣)가 살인을 저질렀다!살인사건 현장에서 피해자와 함께 용의자도 사체로 발견된다.그러나 용의자의 시신은 이미 3개월 전 사망한 것으로 밝혀져 경찰은 혼란에 빠진다.한편 미스터리를 추적하는 기자 임진희는 라디오 출연 중 자신이 바로 그 살인사건의 진범이며 생방송 인터뷰를 진행하고 싶다는 전화를 받게 된다.경찰과 네티즌은 임진희 기자의 온라인 생방송을 일제히 주목하고 인터뷰 당일 그 곳에 나타난 범인은 되살아난 시체 '재차의'에 의한 3번의 살인을 예고하는데…첫 번째 살인이 예고된 날, 엄청난 수의 ‘재차의’ 군단이 나타나 무차별 습격을 시작하고 총력 방어에 나선 경찰 당국은 속수무책으로 당하고 만다.과연 이들을 조종하고 있는 배후는 누구일까?올여름, 이들을 막아낼 유일한 ‘방법'(謗法)이 온다!",미스터리,109,"TV드라마원작,한국드라마원작,드라마 영화화,스핀오프,시체,연쇄살인사건,좀비,오컬트,제약회사,임상실험,복수,외국인노동자,독립뉴스채널",15세이상관람가,한국,838,172969,1542513510,2021-07-28,7000000000,3042,514,6
293,액션히어로,이진호,"이석형, 이주영, 김재화, 장인섭, 이세준, 전승재, 윤성민, 염동헌, 김홍기, 김승화, 김아해, 최준하, 고주희, 양슬, 정지환, 김휘규, 김병철, 김진구, 김명숙, 곽진, 김민성, 정연심, 한동훈, 박선교, 김서연, 권혁인, 김예진, 한성욱, 홍성우, 이윤희, 옥주리, 황지우, 이승철, 이규현, 김은주, 임모윤, 정선율, 송덕호, 이치영, 박세정","꿈은 액션 배우, 현실은 공무원 준비생인 대학생 주성(이석형)이 우연히 부정입학 협박편지를 발견하고, 액션영화를 찍으며 악당을 때려잡는 학식코믹액션",액션,91,"대학생,부정입학,액션배우,공시생,대학",12세이상관람가,한국,110,5904,48964700,2021-07-21,300000000,163,310,4
294,돌멩이,김정식,"김대명, 송윤아, 김의성, 전채은, 이중옥, 김진곤, 한수현, 박성일, 박대원, 이진희, 이윤형, 김기천, 정경임, 김현정, 추은경, 이아린, 곽민석, 이민영, 한겸, 김서원, 김준희, 한가온, 유나, 허율, 서진원, 기연호, 이명식, 손성찬, 박재철, 송창현, 김효준, 김경열, 이태규, 이종운, 김광현, 양소민, 박영복, 한서인, 박지연, 신나리, 권유진, 장혜리, 김경선, 윤태희, 윤성원, 조은, 오효진, 정진영, 송창규, 박라윤, 엄채윤, 유현서, 신채이, 유서진, 이연경, 김미진, 황현태, 김건, 한성혁, 김아인, 김영재","시골 마을에서 정미소를 운영하는 지적장애인 석구(김대명)는 동네 주민들과 친하게 지낸다. 마을 성당의 신부(김의성) 역시 지능이 조금 모자라도 마음이 착한 석구를 아끼며 잘 보살핀다. 어느 날 마을에 가출 소녀 은지가 나타난다. 석구는 아빠를 찾아 헤매는 은지와 친구가 되지만 어느 날 밤 정미소에서 불미스러운 사건이 벌어진다. 은지가 머물던 쉼터의 선생(송윤아)은 석구가 은지에게 성추행을 했다고 확신하지만 신부는 석구가 그럴 리 없다며 옹호한다. 진실은 어디에 있는 것일까? 진실이 무엇이건 석구는 지적장애인이기에 자신을 제대로 변호할 능력이 없다. 평소 석구에게 살갑게 대했던 마을 주민들도 그에게 등을 돌리고, 법은 석구와 은지가 다시 만나는 걸 허용하지 않는다. 영화는 석구를 죄인으로 모는 가혹한 선입견을 비판한다. 성폭력이 사회적 의제로 떠오른 지금,  돌멩이 가 던지는 질문은 논쟁을 불러일으킬 만하다. 당신은 석구를 비난하는 선생의 편인가? 석구를 옹호하는 신부의 편인가? [남동철]",드라마,107,"지적장애인,성추행,성폭력",12세이상관람가,한국,425,17632,146373400,2020-10-15,1000000000,2715,419,791
295,기기괴괴 성형수,조경훈,"문남숙, 장민혁, 조현정, 김보영, 최승훈, 김소형, 강시현, 박성광, 정유정, 황창영, 서반석","“새로운 삶을 원하나요?”지금부터 기적의 성형수 사용 방법을 알려드리겠습니다.본인의 얼굴을 거울로 확인해 보세요.사진을 찍어두셔도 좋습니다. 마지막 작별의 시간이니까요.물과 성형수를 4:1 비율로 섞은 후, 20분간 얼굴을 담가주세요.앞으로 당신의 근육과 살의 성질이 완전히 변하게 됩니다. 찰흙처럼 말이죠.겁먹지 말고… 당신이 원하는 얼굴을 만들어보세요이제 당신은 새로 태어나는 겁니다. 아주 새롭게…부작용, 후유증 없이 아름다워지는 단 하나의 방법바르면 성형이 되는 기적의 물 성형수올여름 가장 기괴하고 독창적인 호러성형괴담이 온다!",공포(호러),85,"웹툰원작,성형수술,괴담,미인,외모지상주의",15세이상관람가,한국,276,103251,871629560,2020-09-09,2000000000,6376,177,403
296,도굴,박정배,"이제훈, 조우진, 신혜선, 임원희, 송영창, 주진모, 이성욱, 박세완, 박진우, 이준혁, 윤병희, 장유, 이황의, 광복동, 이동용, 김세동, 송형수, 정진, 김영웅, 조승구, 기은유, 허성태, 김주령, 정세형, 김승현, 김윤, 김덕우, 장현진, 김인수, 안대천, 김혁종, 데이비드 이, 윤쿄코, 박소정, 윤미향, 정상훈, 김문호, 조광유, 양미선, 강왕수, 전두현, 강전영, 손정환, 홍채윤, 오승찬, 오경민, 임서은, 홍지은, 하성민, 한상균, 김지효, 김이슬, 김형기, 기소유, 권루아, 차승원, 우정, 홍서백, 이현웅, 윤영균, 김하영, 김우현, 양형택, 윤희용, 연제혁, 김희윤, 진현광, 박종범, 송재생, 윤세현, 남지우, 김용석, 김수우, 김하영","“고물인 줄 알았는데 보물이었다?!”땅 파서 장사하는 도굴꾼들이 온다!흙 맛만 봐도 보물을 찾아내는 타고난 천재 도굴꾼 강동구(이제훈).자칭 한국의 '인디아나 존스'로 불리는 고분벽화 도굴 전문가 존스 박사(조우진), 전설의 삽질 달인 삽다리(임원희)를 만나 환상(?)의 팀플레이를 자랑하며 위험천만하고도 짜릿한 도굴의 판을 키운다.한편, 그의 재능을 알아본 고미술계 엘리트 큐레이터 윤실장(신혜선)은 강동구에게 매력적이면서도 위험한 거래를 제안하는데...!황영사 금동불상, 고구려 고분벽화 그리고 서울 강남 한복판 선릉까지!팔수록 판이 커지는 도굴의 세계!",범죄,115,,12세이상관람가,한국,1635,1543813,13947969670,2020-11-04,10000000000,4920,1051,844
297,비스트,이정호,"이성민, 유재명, 전혜진, 최다니엘, 김호정, 김병춘, 안시하, 이상희, 김홍파, 이송희, 김경덕, 김영성, 문순주, 김민송, 김대곤, 한규원, 서영수, 이현균, 장남부, 정찬우, 박재원, 옥자연, 안시연, 박빈, 심완준, 유병훈, 이서환, 박태성, 이종신, 백인권, 한우리, 김귀선, 이영호, 임예슬, 최문수, 길덕호, 박혜숙, 김은혜, 김철환, 전우신, 임진후, 장민기, 김대한, 김대근, 선율우, 권경훈, 박세기, 김상수, 박일룡, 조정웅, 김만호, 봉신주, 말릭 볼룸, 타간다 필릭스, 박지수, 황승일, 김만기, 홍준표, 조홍우, 이승재, 안성봉, 정명훈, 장종호, 김혁, 손찬성, 이준호, 이효빈, 진범일, 김경로, 양재훈, 권훈, 김통령, 김은환, 김수정, 박경용, 윤은정, 이미정, 임예은, 최성환, 고재경, 오창석, 박찬규, 김지안, 오진석, 이유진, 이호균, 권영조, 현오봉, 김영경, 손지영, 이종원, 강려원"," 누군가 범죄를 은폐해주는 대가로 뭘 받았다면 그게 뭘까? 그게 살인이라면 아주 큰 걸 받았겠지 대한민국을 뒤흔든 희대의 살인사건이 발생하고, 수단과 방법을 가리지 않고 범인을 잡아온 강력반 에이스 ‘한수’(이성민)는 후배 형사 '종찬'(최다니엘)과 범인을 잡기 위해 수사를 시작한다.한편, 마약 브로커 '춘배'(전혜진)는 살인을 은폐해주는 대가로 '한수'에게 살인마에 대한 결정적인 단서를 제공하고'한수'의 라이벌 형사 '민태'(유재명)가 이 사실을 눈치채면서 사건은 걷잡을 수 없는 방향으로 흘러가는데...!살인마를 잡기 위해 살인을 감추다누가 진짜 괴물인가?WHO IS THE BEAST?",범죄,131,"범죄액션,살인사건,담당형사,강력계형사,사건은폐,비리경찰,강력반형사,브로커,마약딜러,단서",15세이상관람가,한국,737,202007,1596148590,2019-06-26,8600000000,155,856,1371
298,오케이 마담,이철하,"엄정화, 박성웅, 이상윤, 배정남, 이선빈, 정수빈, 유하준, 박지일, 최진호, 김법래, 주석태, 김병옥, 김혜은, 전수경, 박소리, 임현성, 이시원, 송치훈, 이정현, 윤병희, 곽진석, 김한종, 박태산, 진모, 김규백, 강민순, 김성종, 주창욱, 김미화, 류혜린, 배소영, 이유안, 천지유, 배진아, 이가경, 김대우, 박종환, 곽민석, 윤지온, 양현민, 정재민, 어성욱, 허승, 이재혁, 노승윤, 전현숙, 김인숙, 정미경, 김민채, 고봉주, 류대식, 최영도, 윤대열, 이명로, 조성희, 유수정, 우연화, 배기림, 홍기주, 오시은, 민채은, 김태린, 전운종, 윤동주, 우시헌, 이태준, 김태응, 김진혁, 김미라, 유준혁, 나종기, 조은혜, 김수호, 이찬희, Argentina Salas, Martin Vermulen, Philip Michael Malone, 황재필, 이종성, 박경관, 정우영, 김도아, 한아름, 강병욱, 윤소담, 한희림, 고재운, 김남길, 정만식, 김종수, 연보라, 채하니, 이승주, 이승윤, 김규백, 김수호","“즐거운 여행 되세요~!”인생 최고의 행운인 줄 알았다, 놈들이 타기 전까지..극강의 쫄깃함으로 빠른 완판을 기록하는 꽈배기 맛집 사장 '미영'은 컴퓨터 수리 전문가 '석환'의 남다른 외조로 하와이 여행에 당첨되고, 난생 처음 해외 여행을 떠나게 된다.하지만 비밀요원을 쫓는 테러리스트들도 같은 비행기에 오르고 꿈만 같았던 여행은 아수라장이 된다.난데없는 비행기 납치 사건의 유일한 해결사가 되어버린 부부.평범했던 과거는 접어두고, 숨겨왔던 내공을 펼치며 인질이 된 승객을 구하기 시작한다!휴가 끝 ;;  작전 시작 ^^구하자 비행기! 가자 하와이로!",코미디,100,"특수정보원,여객기납치,공중납치,부부,비행기,비행기사고,테러,해외여행",15세이상관람가,한국,1288,1228685,10979887910,2020-08-12,8000000000,6696,1631,633
299,소리도 없이,홍의정,"유아인, 유재명, 문승아, 이가은, 조하석, 승형배, 임강성, 유성주, 김자영, 서동수, 홍석빈, 김한나, 이해운, 최은경, 백예현, 이진우, 이재평, 하재열, 유대근, 안희주, 이민선, 최시원, 김정훈, 이육현, 신준호, 곽나연, 최설, 김도겸, 김상동, 김연, 오병호, 정용식, 임유성, 송지우, 김연서, 신태양, 안석현, 장선율, 문수환, 김도형, 유주현, 유기준, 강종성, 이순찬, 임도균, 김남우","계획에 없던 유괴범이 되다!범죄조직의 하청을 받아 근면성실하고 프로페셔널하게 시체 수습을 하며 살아가는 ‘태인’과 ‘창복’.어느 날 단골이었던 범죄조직의 실장 ‘용석’에게 부탁을 받고 유괴된 11살 아이 ‘초희’를 억지로 떠맡게 된다.그런데 다음 날 다시 아이를 돌려주려던 두 사람 앞에 '용석'이 시체로 나타나고, 두 사람은 예기치 못한 사건에 휘말리게 되는데…",범죄,99,"유괴,범죄조직,뒷수습,범죄현장",15세이상관람가,한국,1084,403326,3558023900,2020-10-15,1300000000,7026,591,455
300,시동,최정열,"마동석, 박정민, 정해인, 염정아, 고두심, 최성은, 김종수, 김경덕, 윤경호, 김민재, 박해준, 이해운, 성혁, 손석배, 홍인, 이수빈, 방은정, 허준석, 김미화, 조재영, 김대곤, 강덕중, 박성일, 백주희, 김자영, 류성현, 권혁범, 정의욱, 유수빈, 조대희, 차우진, 조한준, 이태형, 승의열, 류제승, 임성재, 김원목, 곽수정, 이문석, 정병두, 서문호, 강태수, 박원준, 이육헌, 김시원, 김통령, 하재열, 최현종, 임동민, 김기태, 선율우, 오재세, 우광제, 이한결, 정상균, 정운, 최홍락, 선우, 강윤혜, 김보람, 김해정, 민서희, 전경석, 김주아, 박혜영","학교도 싫고 집도 싫고 공부는 더더욱 싫다며 '엄마'(염정아)에게 1일 1강스파이크를 버는 반항아 '택일'(박정민).절친 '상필'(정해인)이 빨리 돈을 벌고 싶다며 사회로 뛰어들 때, 무작정 집을 뛰쳐나간 '택일'은 우연히 찾은 장품반점에서 남다른 포스의 주방장 '거석이형'(마동석)을 만나게 된다.강렬한 첫 인사를 나누자마자 인생 최대 적수가 된 '거석이형'과 '택일'.세상 무서울 것 없던 '택일'은 장품반점에서 상상도 못한 이들을 만나 진짜 세상을 맛보게 되는데?인생 뭐 있어?일단 한번 살아보는 거야!",드라마,102,"주방장,반항아,10대청소년,중퇴,조폭,중국집,사춘기,사회부적응,사채업자,폭력/깡패,가출청소년",15세이상관람가,한국,1515,3317038,28098934360,2019-12-18,9000000000,13930,1692,500
301,아이,김현탁,"김향기, 류현경, 염혜란, 탁지안, 탁지온, 이수빈, 김현목, 박옥출, 이연경, 정수지, 윤정훈, 석보배, 임정은, 박주하, 박지영, 이지봄, 류이정, 유시아, 임한나, 정원상, 정지안, 이혜원, 박희은, 곡성진, 김제형, 소규섭, 박수언, 박수미, 최희윤, 방예슬, 현혜진, 문시연, 좌유란, 강유진, 박효은, 윤지원, 구희우, 김건수, 문채원, 이준창, 강승우, 이진우, 박세은, 장희원, 박영민, 최소영, 정성경, 유가은, 김소연, 박혜리, 정가영, 강수지, 최혜영, 김현이, 송은경, 양혜정, 김세원, 이아영, 탁민, 조문익, 서연, 최달아, 박형진, 권지용, 박은주, 정지원, 현은미, 김규리, 박시온, 이서현, 오은지, 윤세하, 장우진, 조완규, 최지민, 한서현, 김린, 박예원, 강길우, 승의열","홀로 버티던 세상, 서로를 만나다누구보다 강한 생활력으로 하루하루 살아온 아동학과 졸업반의 보호종료아동 ‘아영’(김향기)돈이 필요했던 ‘아영’은 생후 6개월 된 아들 ‘혁’이를 홀로 키우는 워킹맘이자 초보 엄마 ‘영채’(류현경)의 베이비시터가 된다.조금 부족하지만 어떻게든 자신의 힘으로 ‘혁’이를 키우고자 하는 ‘영채’는 자신보다 더 ‘혁’이를 살뜰히 돌보는 ‘아영’의 모습에 어느새 안정을 되찾고 평범한 삶을 꿈꾸기 시작한다.하지만 어느 날, ‘혁’이에게 사고가 난다.‘영채’는 모든 책임을 ‘아영’의 탓으로 돌리고, 다시 ‘혁’이와 둘만 남게 된 ‘영채’는 고단한 현실에 어쩔 수 없는 선택을 하게 된다.이를 알게 된 ‘아영’은 ‘혁’이를 다시 ‘영채’의 품에 돌려놓기 위해 애를 쓰는데...상처로 가득한 세상, 우리 같이 걸을 수 있을까?2021년 새해를 여는 따스한 위로와 치유의 영화",드라마,113,"아동보호,베이비시터,보육원,미혼모",15세이상관람가,한국,504,37637,297568920,2021-02-10,1600000000,1218,638,2701
